State,Year,Month,Day,Rainfall (mm)
Penang,2015,9,20,0.69
Penang,2015,9,21,1.15
Penang,2015,9,22,0.03
Penang,2015,9,23,0.81
Penang,2015,9,24,0.01
Penang,2015,9,25,0.02
Penang,2015,9,26,0.56
Penang,2015,9,27,1.15
Penang,2015,9,28,1.73
Penang,2015,9,29,4.57
Penang,2015,9,30,22.66
Penang,2015,10,1,33.79
Penang,2015,10,2,0.25
Penang,2015,10,3,0.14
Penang,2015,10,4,21.48
Penang,2015,10,5,17.75
Penang,2015,10,6,48.53
Penang,2015,10,7,12.67
Penang,2015,10,8,0.05
Penang,2015,10,9,56.70
Penang,2015,10,10,8.30
Penang,2015,10,11,12.65
Penang,2015,10,12,9.42
Penang,2015,10,13,30.82
Penang,2015,10,14,80.64
Penang,2015,10,15,24.01
Penang,2015,10,16,28.02
Penang,2015,10,17,6.79
Penang,2015,10,18,0.85
Penang,2015,10,19,8.68
Penang,2015,10,20,1.03
Penang,2015,10,21,4.21
Penang,2015,10,22,0.65
Penang,2015,10,23,5.06
Penang,2015,10,24,1.88
Penang,2015,10,25,0.05
Penang,2015,10,26,0.03
Penang,2015,10,27,4.77
Penang,2015,10,28,1.40
Penang,2015,10,29,13.74
Penang,2015,10,30,0.52
Penang,2015,10,31,11.68
Penang,2015,11,1,2.57
Penang,2015,11,2,0.22
Penang,2015,11,3,0.54
Penang,2015,11,4,1.48
Penang,2015,11,5,0.30
Penang,2015,11,6,1.00
Penang,2015,11,7,0.30
Penang,2015,11,8,1.67
Penang,2015,11,9,11.40
Penang,2015,11,10,66.39
Penang,2015,11,11,20.91
Penang,2015,11,12,27.66
Penang,2015,11,13,2.40
Penang,2015,11,14,0.42
Penang,2015,11,15,6.70
Penang,2015,11,16,1.86
Penang,2015,11,17,59.19
Penang,2015,11,18,20.53
Penang,2015,11,19,5.25
Penang,2015,11,20,11.75
Penang,2015,11,21,5.31
Penang,2015,11,22,9.67
Penang,2015,11,23,1.20
Penang,2015,11,24,38.95
Penang,2015,11,25,6.91
Penang,2015,11,26,17.69
Penang,2015,11,27,0.54
Penang,2015,11,28,0.06
Penang,2015,11,29,0.04
Penang,2015,11,30,0.49
Penang,2015,12,1,0.41
Penang,2015,12,2,2.47
Penang,2015,12,3,1.95
Penang,2015,12,4,9.21
Penang,2015,12,5,4.82
Penang,2015,12,6,0.03
Penang,2015,12,7,0.43
Penang,2015,12,8,1.48
Penang,2015,12,9,0.58
Penang,2015,12,10,2.58
Penang,2015,12,11,2.46
Penang,2015,12,12,0.43
Penang,2015,12,13,2.33
Penang,2015,12,14,10.07
Penang,2015,12,15,58.71
Penang,2015,12,16,83.64
Penang,2015,12,17,20.63
Penang,2015,12,18,1.96
Penang,2015,12,19,10.10
Penang,2015,12,20,6.84
Penang,2015,12,21,2.45
Penang,2015,12,22,2.08
Penang,2015,12,23,9.31
Penang,2015,12,24,11.62
Penang,2015,12,25,34.99
Penang,2015,12,26,4.76
Penang,2015,12,27,8.82
Penang,2015,12,28,8.68
Penang,2015,12,29,0.70
Penang,2015,12,30,5.21
Penang,2015,12,31,0.63
Penang,2016,1,1,0.62
Penang,2016,1,2,8.02
Penang,2016,1,3,6.22
Penang,2016,1,4,2.03
Penang,2016,1,5,5.15
Penang,2016,1,6,0.43
Penang,2016,1,7,4.22
Penang,2016,1,8,1.03
Penang,2016,1,9,0.39
Penang,2016,1,10,26.19
Penang,2016,1,11,2.94
Penang,2016,1,12,0.20
Penang,2016,1,13,0.06
Penang,2016,1,14,7.37
Penang,2016,1,15,13.70
Penang,2016,1,16,0.54
Penang,2016,1,17,0.21
Penang,2016,1,18,5.86
Penang,2016,1,19,0.59
Penang,2016,1,20,1.42
Penang,2016,1,21,1.04
Penang,2016,1,22,0.22
Penang,2016,1,23,8.67
Penang,2016,1,24,10.48
Penang,2016,1,25,72.64
Penang,2016,1,26,18.58
Penang,2016,1,27,2.26
Penang,2016,1,28,1.82
Penang,2016,1,29,1.52
Penang,2016,1,30,0.20
Penang,2016,1,31,0.21
Penang,2016,2,1,0.00
Penang,2016,2,2,0.02
Penang,2016,2,3,9.94
Penang,2016,2,4,1.71
Penang,2016,2,5,0.80
Penang,2016,2,6,3.29
Penang,2016,2,7,9.65
Penang,2016,2,8,1.16
Penang,2016,2,9,1.08
Penang,2016,2,10,0.01
Penang,2016,2,11,0.16
Penang,2016,2,12,3.11
Penang,2016,2,13,1.48
Penang,2016,2,14,1.45
Penang,2016,2,15,0.01
Penang,2016,2,16,0.01
Penang,2016,2,17,0.00
Penang,2016,2,18,0.01
Penang,2016,2,19,0.02
Penang,2016,2,20,0.00
Penang,2016,2,21,0.00
Penang,2016,2,22,0.00
Penang,2016,2,23,0.00
Penang,2016,2,24,0.00
Penang,2016,2,25,0.02
Penang,2016,2,26,0.61
Penang,2016,2,27,0.60
Penang,2016,2,28,18.72
Penang,2016,2,29,12.05
Penang,2016,3,1,30.34
Penang,2016,3,2,39.24
Penang,2016,3,3,2.77
Penang,2016,3,4,16.91
Penang,2016,3,5,0.05
Penang,2016,3,6,0.04
Penang,2016,3,7,0.03
Penang,2016,3,8,0.02
Penang,2016,3,9,0.06
Penang,2016,3,10,4.27
Penang,2016,3,11,2.10
Penang,2016,3,12,17.97
Penang,2016,3,13,52.84
Penang,2016,3,14,1.09
Penang,2016,3,15,1.00
Penang,2016,3,16,0.67
Penang,2016,3,17,2.47
Penang,2016,3,18,1.14
Penang,2016,3,19,5.81
Penang,2016,3,20,8.20
Penang,2016,3,21,0.65
Penang,2016,3,22,5.34
Penang,2016,3,23,0.40
Penang,2016,3,24,4.75
Penang,2016,3,25,2.44
Penang,2016,3,26,0.51
Penang,2016,3,27,10.68
Penang,2016,3,28,13.54
Penang,2016,3,29,33.84
Penang,2016,3,30,7.88
Penang,2016,3,31,23.68
Penang,2016,4,1,0.63
Penang,2016,4,2,36.28
Penang,2016,4,3,53.04
Penang,2016,4,4,28.40
Penang,2016,4,5,2.26
Penang,2016,4,6,2.29
Penang,2016,4,7,3.82
Penang,2016,4,8,3.24
Penang,2016,4,9,2.79
Penang,2016,4,10,7.52
Penang,2016,4,11,4.06
Penang,2016,4,12,0.91
Penang,2016,4,13,21.49
Penang,2016,4,14,28.66
Penang,2016,4,15,0.96
Penang,2016,4,16,2.39
Penang,2016,4,17,0.16
Penang,2016,4,18,0.03
Penang,2016,4,19,0.04
Penang,2016,4,20,0.09
Penang,2016,4,21,3.11
Penang,2016,4,22,0.15
Penang,2016,4,23,0.00
Penang,2016,4,24,0.00
Penang,2016,4,25,0.00
Penang,2016,4,26,0.01
Penang,2016,4,27,0.43
Penang,2016,4,28,0.03
Penang,2016,4,29,0.01
Penang,2016,4,30,0.03
Penang,2016,5,1,0.63
Penang,2016,5,2,0.12
Penang,2016,5,3,26.62
Penang,2016,5,4,0.50
Penang,2016,5,5,0.02
Penang,2016,5,6,3.59
Penang,2016,5,7,0.03
Penang,2016,5,8,0.90
Penang,2016,5,9,0.04
Penang,2016,5,10,0.05
Penang,2016,5,11,0.11
Penang,2016,5,12,0.17
Penang,2016,5,13,1.74
Penang,2016,5,14,0.56
Penang,2016,5,15,6.72
Penang,2016,5,16,3.95
Penang,2016,5,17,9.30
Penang,2016,5,18,33.66
Penang,2016,5,19,79.33
Penang,2016,5,20,42.54
Penang,2016,5,21,0.09
Penang,2016,5,22,0.05
Penang,2016,5,23,0.07
Penang,2016,5,24,0.00
Penang,2016,5,25,0.05
Penang,2016,5,26,0.01
Penang,2016,5,27,4.78
Penang,2016,5,28,17.58
Penang,2016,5,29,0.01
Penang,2016,5,30,0.06
Penang,2016,5,31,0.02
Penang,2016,6,1,0.00
Penang,2016,6,2,0.01
Penang,2016,6,3,0.01
Penang,2016,6,4,0.05
Penang,2016,6,5,0.76
Penang,2016,6,6,0.18
Penang,2016,6,7,0.00
Penang,2016,6,8,0.00
Penang,2016,6,9,0.00
Penang,2016,6,10,99.12
Penang,2016,6,11,61.48
Penang,2016,6,12,7.96
Penang,2016,6,13,29.38
Penang,2016,6,14,28.58
Penang,2016,6,15,0.12
Penang,2016,6,16,0.01
Penang,2016,6,17,19.22
Penang,2016,6,18,3.94
Penang,2016,6,19,1.63
Penang,2016,6,20,0.04
Penang,2016,6,21,0.29
Penang,2016,6,22,2.73
Penang,2016,6,23,0.16
Penang,2016,6,24,0.02
Penang,2016,6,25,0.16
Penang,2016,6,26,0.01
Penang,2016,6,27,0.83
Penang,2016,6,28,0.06
Penang,2016,6,29,0.03
Penang,2016,6,30,24.89
Penang,2016,7,1,2.34
Penang,2016,7,2,0.66
Penang,2016,7,3,0.29
Penang,2016,7,4,1.14
Penang,2016,7,5,2.61
Penang,2016,7,6,4.40
Penang,2016,7,7,1.82
Penang,2016,7,8,0.05
Penang,2016,7,9,0.01
Penang,2016,7,10,1.07
Penang,2016,7,11,3.07
Penang,2016,7,12,5.51
Penang,2016,7,13,1.64
Penang,2016,7,14,0.02
Penang,2016,7,15,0.04
Penang,2016,7,16,0.18
Penang,2016,7,17,3.40
Penang,2016,7,18,6.79
Penang,2016,7,19,1.96
Penang,2016,7,20,0.65
Penang,2016,7,21,12.35
Penang,2016,7,22,13.31
Penang,2016,7,23,12.01
Penang,2016,7,24,5.35
Penang,2016,7,25,0.01
Penang,2016,7,26,0.01
Penang,2016,7,27,0.70
Penang,2016,7,28,0.29
Penang,2016,7,29,1.40
Penang,2016,7,30,0.00
Penang,2016,7,31,7.27
Penang,2016,8,1,5.61
Penang,2016,8,2,0.09
Penang,2016,8,3,0.04
Penang,2016,8,4,0.07
Penang,2016,8,5,3.05
Penang,2016,8,6,5.13
Penang,2016,8,7,9.79
Penang,2016,8,8,27.57
Penang,2016,8,9,0.92
Penang,2016,8,10,0.05
Penang,2016,8,11,3.04
Penang,2016,8,12,2.51
Penang,2016,8,13,1.18
Penang,2016,8,14,0.30
Penang,2016,8,15,1.13
Penang,2016,8,16,2.75
Penang,2016,8,17,0.01
Penang,2016,8,18,0.00
Penang,2016,8,19,0.04
Penang,2016,8,20,0.11
Penang,2016,8,21,0.46
Penang,2016,8,22,1.64
Penang,2016,8,23,8.84
Penang,2016,8,24,34.40
Penang,2016,8,25,8.46
Penang,2016,8,26,0.35
Penang,2016,8,27,5.19
Penang,2016,8,28,0.43
Penang,2016,8,29,16.66
Penang,2016,8,30,5.75
Penang,2016,8,31,4.41
Penang,2016,9,1,4.97
Penang,2016,9,2,0.07
Penang,2016,9,3,0.10
Penang,2016,9,4,10.30
Penang,2016,9,5,37.61
Penang,2016,9,6,15.49
Penang,2016,9,7,8.45
Penang,2016,9,8,3.25
Penang,2016,9,9,0.68
Penang,2016,9,10,0.18
Penang,2016,9,11,0.09
Penang,2016,9,12,1.71
Penang,2016,9,13,4.05
Penang,2016,9,14,1.98
Penang,2016,9,15,0.01
Penang,2016,9,16,0.07
Penang,2016,9,17,0.79
Penang,2016,9,18,1.04
Penang,2016,9,19,0.29
Penang,2016,9,20,1.64
Penang,2016,9,21,1.35
Penang,2016,9,22,10.71
Penang,2016,9,23,17.52
Penang,2016,9,24,0.47
Penang,2016,9,25,3.26
Penang,2016,9,26,3.21
Penang,2016,9,27,1.21
Penang,2016,9,28,7.42
Penang,2016,9,29,0.45
Penang,2016,9,30,0.49
Penang,2016,10,1,0.31
Penang,2016,10,2,0.29
Penang,2016,10,3,0.00
Penang,2016,10,4,0.02
Penang,2016,10,5,11.21
Penang,2016,10,6,2.14
Penang,2016,10,7,60.75
Penang,2016,10,8,3.58
Penang,2016,10,9,6.11
Penang,2016,10,10,13.61
Penang,2016,10,11,1.55
Penang,2016,10,12,0.61
Penang,2016,10,13,15.13
Penang,2016,10,14,4.91
Penang,2016,10,15,0.13
Penang,2016,10,16,0.00
Penang,2016,10,17,0.04
Penang,2016,10,18,0.07
Penang,2016,10,19,0.96
Penang,2016,10,20,9.92
Penang,2016,10,21,0.15
Penang,2016,10,22,0.08
Penang,2016,10,23,0.71
Penang,2016,10,24,0.63
Penang,2016,10,25,0.09
Penang,2016,10,26,2.31
Penang,2016,10,27,2.03
Penang,2016,10,28,8.00
Penang,2016,10,29,0.72
Penang,2016,10,30,0.02
Penang,2016,10,31,3.16
Penang,2016,11,1,16.70
Penang,2016,11,2,2.55
Penang,2016,11,3,0.00
Penang,2016,11,4,1.05
Penang,2016,11,5,23.43
Penang,2016,11,6,5.10
Penang,2016,11,7,6.76
Penang,2016,11,8,16.05
Penang,2016,11,9,2.74
Penang,2016,11,10,0.04
Penang,2016,11,11,0.01
Penang,2016,11,12,0.00
Penang,2016,11,13,0.01
Penang,2016,11,14,0.53
Penang,2016,11,15,3.03
Penang,2016,11,16,1.65
Penang,2016,11,17,1.97
Penang,2016,11,18,3.52
Penang,2016,11,19,5.49
Penang,2016,11,20,0.59
Penang,2016,11,21,0.02
Penang,2016,11,22,4.89
Penang,2016,11,23,1.40
Penang,2016,11,24,4.90
Penang,2016,11,25,4.20
Penang,2016,11,26,0.95
Penang,2016,11,27,26.10
Penang,2016,11,28,24.59
Penang,2016,11,29,2.38
Penang,2016,11,30,0.86
Penang,2016,12,1,0.04
Penang,2016,12,2,0.03
Penang,2016,12,3,0.72
Penang,2016,12,4,1.95
Penang,2016,12,5,2.90
Penang,2016,12,6,0.14
Penang,2016,12,7,0.02
Penang,2016,12,8,0.03
Penang,2016,12,9,0.02
Penang,2016,12,10,0.02
Penang,2016,12,11,0.02
Penang,2016,12,12,0.93
Penang,2016,12,13,2.79
Penang,2016,12,14,1.62
Penang,2016,12,15,15.20
Penang,2016,12,16,35.78
Penang,2016,12,17,2.45
Penang,2016,12,18,0.55
Penang,2016,12,19,0.04
Penang,2016,12,20,2.25
Penang,2016,12,21,0.09
Penang,2016,12,22,0.51
Penang,2016,12,23,2.13
Penang,2016,12,24,5.81
Penang,2016,12,25,9.58
Penang,2016,12,26,8.17
Penang,2016,12,27,7.31
Penang,2016,12,28,3.52
Penang,2016,12,29,0.55
Penang,2016,12,30,3.13
Penang,2016,12,31,21.95
Penang,2017,1,1,1.41
Penang,2017,1,2,1.79
Penang,2017,1,3,7.56
Penang,2017,1,4,13.95
Penang,2017,1,5,9.26
Penang,2017,1,6,10.34
Penang,2017,1,7,3.46
Penang,2017,1,8,12.45
Penang,2017,1,9,5.49
Penang,2017,1,10,3.14
Penang,2017,1,11,1.13
Penang,2017,1,12,1.51
Penang,2017,1,13,0.21
Penang,2017,1,14,0.27
Penang,2017,1,15,1.99
Penang,2017,1,16,4.61
Penang,2017,1,17,1.75
Penang,2017,1,18,0.31
Penang,2017,1,19,0.13
Penang,2017,1,20,0.03
Penang,2017,1,21,0.01
Penang,2017,1,22,0.85
Penang,2017,1,23,0.11
Penang,2017,1,24,4.46
Penang,2017,1,25,1.86
Penang,2017,1,26,2.33
Penang,2017,1,27,0.24
Penang,2017,1,28,0.55
Penang,2017,1,29,9.82
Penang,2017,1,30,11.35
Penang,2017,1,31,21.34
Penang,2017,2,1,4.46
Penang,2017,2,2,1.23
Penang,2017,2,3,6.07
Penang,2017,2,4,43.04
Penang,2017,2,5,5.96
Penang,2017,2,6,0.32
Penang,2017,2,7,16.79
Penang,2017,2,8,3.33
Penang,2017,2,9,5.72
Penang,2017,2,10,27.98
Penang,2017,2,11,21.76
Penang,2017,2,12,5.51
Penang,2017,2,13,5.65
Penang,2017,2,14,2.31
Penang,2017,2,15,0.53
Penang,2017,2,16,12.18
Penang,2017,2,17,3.11
Penang,2017,2,18,0.95
Penang,2017,2,19,5.18
Penang,2017,2,20,1.03
Penang,2017,2,21,4.06
Penang,2017,2,22,0.70
Penang,2017,2,23,2.37
Penang,2017,2,24,1.76
Penang,2017,2,25,0.80
Penang,2017,2,26,0.29
Penang,2017,2,27,1.62
Penang,2017,2,28,1.94
Penang,2017,3,1,2.57
Penang,2017,3,2,6.97
Penang,2017,3,3,4.15
Penang,2017,3,4,53.16
Penang,2017,3,5,50.76
Penang,2017,3,6,4.37
Penang,2017,3,7,0.99
Penang,2017,3,8,2.01
Penang,2017,3,9,0.35
Penang,2017,3,10,0.25
Penang,2017,3,11,0.23
Penang,2017,3,12,2.97
Penang,2017,3,13,4.78
Penang,2017,3,14,0.96
Penang,2017,3,15,2.44
Penang,2017,3,16,3.99
Penang,2017,3,17,5.68
Penang,2017,3,18,5.12
Penang,2017,3,19,2.17
Penang,2017,3,20,4.65
Penang,2017,3,21,3.88
Penang,2017,3,22,3.91
Penang,2017,3,23,1.38
Penang,2017,3,24,3.57
Penang,2017,3,25,3.87
Penang,2017,3,26,0.96
Penang,2017,3,27,2.97
Penang,2017,3,28,0.51
Penang,2017,3,29,0.31
Penang,2017,3,30,4.81
Penang,2017,3,31,2.67
Penang,2017,4,1,1.82
Penang,2017,4,2,11.23
Penang,2017,4,3,91.16
Penang,2017,4,4,153.59
Penang,2017,4,5,258.78
Penang,2017,4,6,15.12
Penang,2017,4,7,2.41
Penang,2017,4,8,1.85
Penang,2017,4,9,2.32
Penang,2017,4,10,0.51
Penang,2017,4,11,0.26
Penang,2017,4,12,1.74
Penang,2017,4,13,0.98
Penang,2017,4,14,2.83
Penang,2017,4,15,5.89
Penang,2017,4,16,0.51
Penang,2017,4,17,1.01
Penang,2017,4,18,2.03
Penang,2017,4,19,2.71
Penang,2017,4,20,9.82
Penang,2017,4,21,2.51
Penang,2017,4,22,21.15
Penang,2017,4,23,2.42
Penang,2017,4,24,4.88
Penang,2017,4,25,1.09
Penang,2017,4,26,0.90
Penang,2017,4,27,0.03
Penang,2017,4,28,0.00
Penang,2017,4,29,0.01
Penang,2017,4,30,8.16
Penang,2017,5,1,0.56
Penang,2017,5,2,0.01
Penang,2017,5,3,0.01
Penang,2017,5,4,1.58
Penang,2017,5,5,3.96
Penang,2017,5,6,29.22
Penang,2017,5,7,11.97
Penang,2017,5,8,13.38
Penang,2017,5,9,10.86
Penang,2017,5,10,2.06
Penang,2017,5,11,5.89
Penang,2017,5,12,1.41
Penang,2017,5,13,10.55
Penang,2017,5,14,4.97
Penang,2017,5,15,1.99
Penang,2017,5,16,12.03
Penang,2017,5,17,1.95
Penang,2017,5,18,0.36
Penang,2017,5,19,0.08
Penang,2017,5,20,0.01
Penang,2017,5,21,3.03
Penang,2017,5,22,0.00
Penang,2017,5,23,0.03
Penang,2017,5,24,0.12
Penang,2017,5,25,0.00
Penang,2017,5,26,0.00
Penang,2017,5,27,26.21
Penang,2017,5,28,39.23
Penang,2017,5,29,21.36
Penang,2017,5,30,22.59
Penang,2017,5,31,0.27
Penang,2017,6,1,0.15
Penang,2017,6,2,0.00
Penang,2017,6,3,0.00
Penang,2017,6,4,0.00
Penang,2017,6,5,0.07
Penang,2017,6,6,1.47
Penang,2017,6,7,0.66
Penang,2017,6,8,0.13
Penang,2017,6,9,0.24
Penang,2017,6,10,0.19
Penang,2017,6,11,0.01
Penang,2017,6,12,0.08
Penang,2017,6,13,2.34
Penang,2017,6,14,0.33
Penang,2017,6,15,1.14
Penang,2017,6,16,0.78
Penang,2017,6,17,0.56
Penang,2017,6,18,0.01
Penang,2017,6,19,0.00
Penang,2017,6,20,0.57
Penang,2017,6,21,0.08
Penang,2017,6,22,27.13
Penang,2017,6,23,1.92
Penang,2017,6,24,0.01
Penang,2017,6,25,6.14
Penang,2017,6,26,8.78
Penang,2017,6,27,1.31
Penang,2017,6,28,81.04
Penang,2017,6,29,9.17
Penang,2017,6,30,0.01
Penang,2017,7,1,0.13
Penang,2017,7,2,1.49
Penang,2017,7,3,1.27
Penang,2017,7,4,1.24
Penang,2017,7,5,0.02
Penang,2017,7,6,0.00
Penang,2017,7,7,0.95
Penang,2017,7,8,0.01
Penang,2017,7,9,0.03
Penang,2017,7,10,0.00
Penang,2017,7,11,0.00
Penang,2017,7,12,0.00
Penang,2017,7,13,0.02
Penang,2017,7,14,2.25
Penang,2017,7,15,6.59
Penang,2017,7,16,8.30
Penang,2017,7,17,1.87
Penang,2017,7,18,0.00
Penang,2017,7,19,0.07
Penang,2017,7,20,0.00
Penang,2017,7,21,1.21
Penang,2017,7,22,9.92
Penang,2017,7,23,0.32
Penang,2017,7,24,0.21
Penang,2017,7,25,0.14
Penang,2017,7,26,0.04
Penang,2017,7,27,0.08
Penang,2017,7,28,1.18
Penang,2017,7,29,6.04
Penang,2017,7,30,9.80
Penang,2017,7,31,46.59
Penang,2017,8,1,69.82
Penang,2017,8,2,58.88
Penang,2017,8,3,0.35
Penang,2017,8,4,0.06
Penang,2017,8,5,3.49
Penang,2017,8,6,0.11
Penang,2017,8,7,1.82
Penang,2017,8,8,0.22
Penang,2017,8,9,21.21
Penang,2017,8,10,24.64
Penang,2017,8,11,2.96
Penang,2017,8,12,7.98
Penang,2017,8,13,16.78
Penang,2017,8,14,1.39
Penang,2017,8,15,0.16
Penang,2017,8,16,0.01
Penang,2017,8,17,0.34
Penang,2017,8,18,0.32
Penang,2017,8,19,0.01
Penang,2017,8,20,2.16
Penang,2017,8,21,7.07
Penang,2017,8,22,3.44
Penang,2017,8,23,13.37
Penang,2017,8,24,1.24
Penang,2017,8,25,10.09
Penang,2017,8,26,3.21
Penang,2017,8,27,0.18
Penang,2017,8,28,2.45
Penang,2017,8,29,2.05
Penang,2017,8,30,0.07
Penang,2017,8,31,0.04
Penang,2017,9,1,1.30
Penang,2017,9,2,2.89
Penang,2017,9,3,5.64
Penang,2017,9,4,0.04
Penang,2017,9,5,0.87
Penang,2017,9,6,2.43
Penang,2017,9,7,87.98
Penang,2017,9,8,28.62
Penang,2017,9,9,0.25
Penang,2017,9,10,0.15
Penang,2017,9,11,0.00
Penang,2017,9,12,0.02
Penang,2017,9,13,0.15
Penang,2017,9,14,0.07
Penang,2017,9,15,0.07
Penang,2017,9,16,0.26
Penang,2017,9,17,0.76
Penang,2017,9,18,0.02
Penang,2017,9,19,2.31
Penang,2017,9,20,0.14
Penang,2017,9,21,17.08
Penang,2017,9,22,6.00
Penang,2017,9,23,0.75
Penang,2017,9,24,0.04
Penang,2017,9,25,0.00
Penang,2017,9,26,0.01
Penang,2017,9,27,5.61
Penang,2017,9,28,8.05
Penang,2017,9,29,6.85
Penang,2017,9,30,0.48
Penang,2017,10,1,1.62
Penang,2017,10,2,0.05
Penang,2017,10,3,0.01
Penang,2017,10,4,0.10
Penang,2017,10,5,0.06
Penang,2017,10,6,1.00
Penang,2017,10,7,2.24
Penang,2017,10,8,1.02
Penang,2017,10,9,0.50
Penang,2017,10,10,15.65
Penang,2017,10,11,46.52
Penang,2017,10,12,83.40
Penang,2017,10,13,32.12
Penang,2017,10,14,0.38
Penang,2017,10,15,3.58
Penang,2017,10,16,1.46
Penang,2017,10,17,0.05
Penang,2017,10,18,4.95
Penang,2017,10,19,8.96
Penang,2017,10,20,7.17
Penang,2017,10,21,5.93
Penang,2017,10,22,4.84
Penang,2017,10,23,5.87
Penang,2017,10,24,19.54
Penang,2017,10,25,11.06
Penang,2017,10,26,9.26
Penang,2017,10,27,48.56
Penang,2017,10,28,26.14
Penang,2017,10,29,28.50
Penang,2017,10,30,7.79
Penang,2017,10,31,0.47
Penang,2017,11,1,1.43
Penang,2017,11,2,4.98
Penang,2017,11,3,3.30
Penang,2017,11,4,2.33
Penang,2017,11,5,12.94
Penang,2017,11,6,3.06
Penang,2017,11,7,12.15
Penang,2017,11,8,43.83
Penang,2017,11,9,5.21
Penang,2017,11,10,19.37
Penang,2017,11,11,22.84
Penang,2017,11,12,22.28
Penang,2017,11,13,13.72
Penang,2017,11,14,18.61
Penang,2017,11,15,1.67
Penang,2017,11,16,20.34
Penang,2017,11,17,39.27
Penang,2017,11,18,35.81
Penang,2017,11,19,23.24
Penang,2017,11,20,3.59
Penang,2017,11,21,3.60
Penang,2017,11,22,2.27
Penang,2017,11,23,7.73
Penang,2017,11,24,6.86
Penang,2017,11,25,0.11
Penang,2017,11,26,1.20
Penang,2017,11,27,0.90
Penang,2017,11,28,0.07
Penang,2017,11,29,0.02
Penang,2017,11,30,0.02
Penang,2017,12,1,0.23
Penang,2017,12,2,0.05
Penang,2017,12,3,0.03
Penang,2017,12,4,0.01
Penang,2017,12,5,0.00
Penang,2017,12,6,0.58
Penang,2017,12,7,0.55
Penang,2017,12,8,0.90
Penang,2017,12,9,0.61
Penang,2017,12,10,0.23
Penang,2017,12,11,0.04
Penang,2017,12,12,0.19
Penang,2017,12,13,0.03
Penang,2017,12,14,0.01
Penang,2017,12,15,0.18
Penang,2017,12,16,0.04
Penang,2017,12,17,1.68
Penang,2017,12,18,3.12
Penang,2017,12,19,1.08
Penang,2017,12,20,1.11
Penang,2017,12,21,2.89
Penang,2017,12,22,5.28
Penang,2017,12,23,1.20
Penang,2017,12,24,5.05
Penang,2017,12,25,3.93
Penang,2017,12,26,1.32
Penang,2017,12,27,0.78
Penang,2017,12,28,0.47
Penang,2017,12,29,0.98
Penang,2017,12,30,8.06
Penang,2017,12,31,1.20
Penang,2018,1,1,0.15
Penang,2018,1,2,0.99
Penang,2018,1,3,0.95
Penang,2018,1,4,1.46
Penang,2018,1,5,0.48
Penang,2018,1,6,0.23
Penang,2018,1,7,0.33
Penang,2018,1,8,2.33
Penang,2018,1,9,16.79
Penang,2018,1,10,3.17
Penang,2018,1,11,9.39
Penang,2018,1,12,1.58
Penang,2018,1,13,0.37
Penang,2018,1,14,4.71
Penang,2018,1,15,0.75
Penang,2018,1,16,10.97
Penang,2018,1,17,0.63
Penang,2018,1,18,14.11
Penang,2018,1,19,1.04
Penang,2018,1,20,0.40
Penang,2018,1,21,2.14
Penang,2018,1,22,4.94
Penang,2018,1,23,3.52
Penang,2018,1,24,6.61
Penang,2018,1,25,0.29
Penang,2018,1,26,0.00
Penang,2018,1,27,4.72
Penang,2018,1,28,2.34
Penang,2018,1,29,6.60
Penang,2018,1,30,7.05
Penang,2018,1,31,26.36
Penang,2018,2,1,2.13
Penang,2018,2,2,20.36
Penang,2018,2,3,38.85
Penang,2018,2,4,72.97
Penang,2018,2,5,70.60
Penang,2018,2,6,14.23
Penang,2018,2,7,0.32
Penang,2018,2,8,3.32
Penang,2018,2,9,1.15
Penang,2018,2,10,12.13
Penang,2018,2,11,25.96
Penang,2018,2,12,30.14
Penang,2018,2,13,10.52
Penang,2018,2,14,2.16
Penang,2018,2,15,2.17
Penang,2018,2,16,1.75
Penang,2018,2,17,0.11
Penang,2018,2,18,0.00
Penang,2018,2,19,0.00
Penang,2018,2,20,0.09
Penang,2018,2,21,0.01
Penang,2018,2,22,1.79
Penang,2018,2,23,5.20
Penang,2018,2,24,0.14
Penang,2018,2,25,0.05
Penang,2018,2,26,0.02
Penang,2018,2,27,0.09
Penang,2018,2,28,0.01
Penang,2018,3,1,0.38
Penang,2018,3,2,0.03
Penang,2018,3,3,0.30
Penang,2018,3,4,3.07
Penang,2018,3,5,2.13
Penang,2018,3,6,0.01
Penang,2018,3,7,0.01
Penang,2018,3,8,0.20
Penang,2018,3,9,0.04
Penang,2018,3,10,0.01
Penang,2018,3,11,0.13
Penang,2018,3,12,2.54
Penang,2018,3,13,27.94
Penang,2018,3,14,1.12
Penang,2018,3,15,1.70
Penang,2018,3,16,0.10
Penang,2018,3,17,0.53
Penang,2018,3,18,1.91
Penang,2018,3,19,15.86
Penang,2018,3,20,14.71
Penang,2018,3,21,0.74
Penang,2018,3,22,0.00
Penang,2018,3,23,0.01
Penang,2018,3,24,0.02
Penang,2018,3,25,5.83
Penang,2018,3,26,11.84
Penang,2018,3,27,40.56
Penang,2018,3,28,4.29
Penang,2018,3,29,0.58
Penang,2018,3,30,0.02
Penang,2018,3,31,1.22
Penang,2018,4,1,10.46
Penang,2018,4,2,10.54
Penang,2018,4,3,6.90
Penang,2018,4,4,9.21
Penang,2018,4,5,58.23
Penang,2018,4,6,14.46
Penang,2018,4,7,6.46
